"Datum";"+A/789171 [kW]";"Status";
21.03.2023 01:45;0,036;namìøená data OK;
21.03.2023 02:00;0,035;namìøená data OK;
21.03.2023 02:15;0,032;namìøená data OK;
21.03.2023 02:30;0,033;namìøená data OK;
21.03.2023 02:45;0,032;namìøená data OK;
21.03.2023 03:00;0,031;namìøená data OK;
21.03.2023 03:15;0,033;namìøená data OK;
21.03.2023 03:30;0,032;namìøená data OK;
21.03.2023 03:45;0,031;namìøená data OK;
21.03.2023 04:00;0,037;namìøená data OK;
21.03.2023 04:15;0,036;namìøená data OK;
21.03.2023 04:30;0,035;namìøená data OK;
21.03.2023 04:45;0,032;namìøená data OK;
21.03.2023 05:00;0,032;namìøená data OK;
21.03.2023 05:15;0,032;namìøená data OK;
21.03.2023 05:30;0,036;namìøená data OK;
21.03.2023 05:45;0,175;namìøená data OK;
21.03.2023 06:00;0,241;namìøená data OK;
21.03.2023 06:15;1,673;namìøená data OK;
21.03.2023 06:30;1,502;namìøená data OK;
21.03.2023 06:45;1,203;namìøená data OK;
21.03.2023 07:00;0,033;namìøená data OK;
21.03.2023 07:15;0,031;namìøená data OK;
21.03.2023 07:30;0,035;namìøená data OK;
21.03.2023 07:45;0,032;namìøená data OK;
21.03.2023 08:00;0,031;namìøená data OK;
21.03.2023 08:15;0,036;namìøená data OK;
21.03.2023 08:30;0,041;namìøená data OK;
21.03.2023 08:45;0,036;namìøená data OK;
21.03.2023 09:00;0,04;namìøená data OK;
21.03.2023 09:15;0,036;namìøená data OK;
21.03.2023 09:30;0,037;namìøená data OK;
21.03.2023 09:45;0,046;namìøená data OK;
21.03.2023 10:00;0,043;namìøená data OK;
21.03.2023 10:15;0,055;namìøená data OK;
21.03.2023 10:30;0,047;namìøená data OK;
21.03.2023 10:45;0,057;namìøená data OK;
21.03.2023 11:00;0,03;namìøená data OK;
21.03.2023 11:15;0,041;namìøená data OK;
21.03.2023 11:30;0,042;namìøená data OK;
21.03.2023 11:45;0,04;namìøená data OK;
21.03.2023 12:00;0,037;namìøená data OK;
21.03.2023 12:15;0,035;namìøená data OK;
21.03.2023 12:30;0,038;namìøená data OK;
21.03.2023 12:45;0,037;namìøená data OK;
21.03.2023 13:00;0,038;namìøená data OK;
21.03.2023 13:15;0,038;namìøená data OK;
21.03.2023 13:30;0,036;namìøená data OK;
21.03.2023 13:45;0,042;namìøená data OK;
21.03.2023 14:00;0,048;namìøená data OK;
21.03.2023 14:15;0,05;namìøená data OK;
21.03.2023 14:30;0,039;namìøená data OK;
21.03.2023 14:45;0,04;namìøená data OK;
21.03.2023 15:00;0,065;namìøená data OK;
21.03.2023 15:15;0,048;namìøená data OK;
21.03.2023 15:30;0,134;namìøená data OK;
21.03.2023 15:45;0,067;namìøená data OK;
21.03.2023 16:00;0,04;namìøená data OK;
21.03.2023 16:15;0,038;namìøená data OK;
21.03.2023 16:30;0,048;namìøená data OK;
21.03.2023 16:45;0,037;namìøená data OK;
21.03.2023 17:00;0,034;namìøená data OK;
21.03.2023 17:15;0,035;namìøená data OK;
21.03.2023 17:30;0,033;namìøená data OK;
21.03.2023 17:45;0,074;namìøená data OK;
21.03.2023 18:00;0,042;namìøená data OK;
21.03.2023 18:15;0,036;namìøená data OK;
21.03.2023 18:30;0,034;namìøená data OK;
21.03.2023 18:45;0,036;namìøená data OK;
21.03.2023 19:00;0,035;namìøená data OK;
21.03.2023 19:15;0,033;namìøená data OK;
21.03.2023 19:30;0,032;namìøená data OK;
21.03.2023 19:45;0,035;namìøená data OK;
21.03.2023 20:00;0,038;namìøená data OK;
21.03.2023 20:15;0,036;namìøená data OK;
21.03.2023 20:30;0,036;namìøená data OK;
21.03.2023 20:45;0,032;namìøená data OK;
21.03.2023 21:00;0,032;namìøená data OK;
21.03.2023 21:15;0,032;namìøená data OK;
21.03.2023 21:30;0,034;namìøená data OK;
21.03.2023 21:45;0,032;namìøená data OK;
21.03.2023 22:00;0,032;namìøená data OK;
21.03.2023 22:15;0,032;namìøená data OK;
21.03.2023 22:30;0,032;namìøená data OK;
21.03.2023 22:45;0,033;namìøená data OK;
21.03.2023 23:00;0,032;namìøená data OK;
21.03.2023 23:15;0,032;namìøená data OK;
21.03.2023 23:30;0,035;namìøená data OK;
21.03.2023 23:45;0,035;namìøená data OK;
22.03.2023 00:00;0,037;namìøená data OK;
22.03.2023 00:15;0,032;namìøená data OK;
22.03.2023 00:30;0,031;namìøená data OK;
22.03.2023 00:45;0,032;namìøená data OK;
22.03.2023 01:00;0,032;namìøená data OK;
22.03.2023 01:15;0,032;namìøená data OK;
22.03.2023 01:30;0,033;namìøená data OK;
22.03.2023 01:45;0,033;namìøená data OK;
22.03.2023 02:00;0,032;namìøená data OK;
22.03.2023 02:15;0,032;namìøená data OK;
22.03.2023 02:30;0,036;namìøená data OK;
22.03.2023 02:45;0,036;namìøená data OK;
22.03.2023 03:00;0,036;namìøená data OK;
22.03.2023 03:15;0,032;namìøená data OK;
22.03.2023 03:30;0,032;namìøená data OK;
22.03.2023 03:45;0,033;namìøená data OK;
22.03.2023 04:00;0,032;namìøená data OK;
22.03.2023 04:15;0,032;namìøená data OK;
22.03.2023 04:30;0,032;namìøená data OK;
22.03.2023 04:45;0,032;namìøená data OK;
22.03.2023 05:00;0,033;namìøená data OK;
22.03.2023 05:15;0,037;namìøená data OK;
22.03.2023 05:30;0,036;namìøená data OK;
22.03.2023 05:45;0,038;namìøená data OK;
22.03.2023 06:00;0,032;namìøená data OK;
22.03.2023 06:15;0,032;namìøená data OK;
22.03.2023 06:30;0,031;namìøená data OK;
22.03.2023 06:45;0,033;namìøená data OK;
22.03.2023 07:00;0,034;namìøená data OK;
22.03.2023 07:15;0,032;namìøená data OK;
22.03.2023 07:30;0,034;namìøená data OK;
22.03.2023 07:45;0,034;namìøená data OK;
22.03.2023 08:00;0,035;namìøená data OK;
22.03.2023 08:15;0,037;namìøená data OK;
22.03.2023 08:30;0,038;namìøená data OK;
22.03.2023 08:45;0,04;namìøená data OK;
22.03.2023 09:00;0,037;namìøená data OK;
22.03.2023 09:15;0,035;namìøená data OK;
22.03.2023 09:30;0,042;namìøená data OK;
22.03.2023 09:45;0,039;namìøená data OK;
22.03.2023 10:00;0,034;namìøená data OK;
22.03.2023 10:15;0,035;namìøená data OK;
22.03.2023 10:30;0,041;namìøená data OK;
22.03.2023 10:45;0,041;namìøená data OK;
22.03.2023 11:00;0,044;namìøená data OK;
22.03.2023 11:15;0,043;namìøená data OK;
22.03.2023 11:30;0,044;namìøená data OK;
22.03.2023 11:45;0,051;namìøená data OK;
22.03.2023 12:00;0,067;namìøená data OK;
22.03.2023 12:15;0,045;namìøená data OK;
22.03.2023 12:30;0,041;namìøená data OK;
22.03.2023 12:45;0,039;namìøená data OK;
22.03.2023 13:00;0,119;namìøená data OK;
22.03.2023 13:15;0,244;namìøená data OK;
22.03.2023 13:30;0,52;namìøená data OK;
22.03.2023 13:45;0,221;namìøená data OK;
22.03.2023 14:00;0,055;namìøená data OK;
22.03.2023 14:15;0,044;namìøená data OK;
22.03.2023 14:30;0,045;namìøená data OK;
22.03.2023 14:45;0,05;namìøená data OK;
22.03.2023 15:00;0,061;namìøená data OK;
22.03.2023 15:15;0,053;namìøená data OK;
22.03.2023 15:30;0,052;namìøená data OK;
22.03.2023 15:45;0,042;namìøená data OK;
22.03.2023 16:00;0,041;namìøená data OK;
22.03.2023 16:15;0,045;namìøená data OK;
22.03.2023 16:30;0,042;namìøená data OK;
22.03.2023 16:45;0,059;namìøená data OK;
22.03.2023 17:00;0,044;namìøená data OK;
22.03.2023 17:15;0,033;namìøená data OK;
22.03.2023 17:30;0,035;namìøená data OK;
22.03.2023 17:45;0,035;namìøená data OK;
22.03.2023 18:00;0,195;namìøená data OK;
22.03.2023 18:15;0,036;namìøená data OK;
22.03.2023 18:30;0,035;namìøená data OK;
22.03.2023 18:45;0,032;namìøená data OK;
22.03.2023 19:00;0,034;namìøená data OK;
22.03.2023 19:15;0,034;namìøená data OK;
22.03.2023 19:30;0,033;namìøená data OK;
22.03.2023 19:45;0,034;namìøená data OK;
22.03.2023 20:00;0,033;namìøená data OK;
22.03.2023 20:15;0,035;namìøená data OK;
22.03.2023 20:30;0,038;namìøená data OK;
22.03.2023 20:45;0,036;namìøená data OK;
22.03.2023 21:00;0,033;namìøená data OK;
22.03.2023 21:15;0,032;namìøená data OK;
22.03.2023 21:30;0,032;namìøená data OK;
22.03.2023 21:45;0,032;namìøená data OK;
22.03.2023 22:00;0,032;namìøená data OK;
22.03.2023 22:15;0,032;namìøená data OK;
22.03.2023 22:30;0,032;namìøená data OK;
22.03.2023 22:45;0,032;namìøená data OK;
22.03.2023 23:00;0,032;namìøená data OK;
22.03.2023 23:15;0,031;namìøená data OK;
22.03.2023 23:30;0,032;namìøená data OK;
22.03.2023 23:45;0,032;namìøená data OK;
23.03.2023 00:00;0,036;namìøená data OK;
23.03.2023 00:15;0,036;namìøená data OK;
23.03.2023 00:30;0,035;namìøená data OK;
23.03.2023 00:45;0,031;namìøená data OK;
23.03.2023 01:00;0,032;namìøená data OK;
23.03.2023 01:15;0,033;namìøená data OK;
23.03.2023 01:30;0,032;namìøená data OK;
23.03.2023 01:45;0,032;namìøená data OK;
23.03.2023 02:00;0,033;namìøená data OK;
23.03.2023 02:15;0,033;namìøená data OK;
23.03.2023 02:30;0,032;namìøená data OK;
23.03.2023 02:45;0,037;namìøená data OK;
23.03.2023 03:00;0,036;namìøená data OK;
23.03.2023 03:15;0,036;namìøená data OK;
23.03.2023 03:30;0,033;namìøená data OK;
23.03.2023 03:45;0,033;namìøená data OK;
23.03.2023 04:00;0,032;namìøená data OK;
23.03.2023 04:15;0,033;namìøená data OK;
23.03.2023 04:30;0,033;namìøená data OK;
23.03.2023 04:45;0,032;namìøená data OK;
23.03.2023 05:00;0,033;namìøená data OK;
23.03.2023 05:15;0,036;namìøená data OK;
23.03.2023 05:30;0,039;namìøená data OK;
23.03.2023 05:45;0,036;namìøená data OK;
23.03.2023 06:00;0,032;namìøená data OK;
23.03.2023 06:15;0,033;namìøená data OK;
23.03.2023 06:30;0,033;namìøená data OK;
23.03.2023 06:45;0,032;namìøená data OK;
23.03.2023 07:00;0,033;namìøená data OK;
23.03.2023 07:15;0,034;namìøená data OK;
23.03.2023 07:30;0,032;namìøená data OK;
23.03.2023 07:45;0,033;namìøená data OK;
23.03.2023 08:00;0,034;namìøená data OK;
23.03.2023 08:15;0,037;namìøená data OK;
23.03.2023 08:30;0,037;namìøená data OK;
23.03.2023 08:45;0,036;namìøená data OK;
23.03.2023 09:00;0,034;namìøená data OK;
23.03.2023 09:15;0,033;namìøená data OK;
23.03.2023 09:30;0,034;namìøená data OK;
23.03.2023 09:45;0,032;namìøená data OK;
23.03.2023 10:00;0,033;namìøená data OK;
23.03.2023 10:15;0,033;namìøená data OK;
23.03.2023 10:30;0,035;namìøená data OK;
23.03.2023 10:45;0,036;namìøená data OK;
23.03.2023 11:00;0,036;namìøená data OK;
23.03.2023 11:15;0,054;namìøená data OK;
23.03.2023 11:30;0,037;namìøená data OK;
23.03.2023 11:45;0,036;namìøená data OK;
23.03.2023 12:00;0,033;namìøená data OK;
23.03.2023 12:15;0,033;namìøená data OK;
23.03.2023 12:30;0,032;namìøená data OK;
23.03.2023 12:45;0,032;namìøená data OK;
23.03.2023 13:00;0,033;namìøená data OK;
23.03.2023 13:15;0,033;namìøená data OK;
23.03.2023 13:30;0,032;namìøená data OK;
23.03.2023 13:45;0,036;namìøená data OK;
23.03.2023 14:00;0,037;namìøená data OK;
23.03.2023 14:15;0,034;namìøená data OK;
23.03.2023 14:30;0,033;namìøená data OK;
23.03.2023 14:45;0,034;namìøená data OK;
23.03.2023 15:00;0,032;namìøená data OK;
23.03.2023 15:15;0,033;namìøená data OK;
23.03.2023 15:30;0,034;namìøená data OK;
23.03.2023 15:45;0,037;namìøená data OK;
23.03.2023 16:00;0,034;namìøená data OK;
23.03.2023 16:15;0,034;namìøená data OK;
23.03.2023 16:30;0,036;namìøená data OK;
23.03.2023 16:45;0,04;namìøená data OK;
23.03.2023 17:00;0,032;namìøená data OK;
23.03.2023 17:15;0,032;namìøená data OK;
23.03.2023 17:30;0,033;namìøená data OK;
23.03.2023 17:45;0,032;namìøená data OK;
23.03.2023 18:00;0,032;namìøená data OK;
23.03.2023 18:15;0,035;namìøená data OK;
23.03.2023 18:30;0,035;namìøená data OK;
23.03.2023 18:45;0,035;namìøená data OK;
23.03.2023 19:00;0,042;namìøená data OK;
23.03.2023 19:15;0,036;namìøená data OK;
23.03.2023 19:30;0,033;namìøená data OK;
23.03.2023 19:45;0,035;namìøená data OK;
23.03.2023 20:00;0,034;namìøená data OK;
23.03.2023 20:15;0,032;namìøená data OK;
23.03.2023 20:30;0,032;namìøená data OK;
23.03.2023 20:45;0,032;namìøená data OK;
23.03.2023 21:00;0,032;namìøená data OK;
23.03.2023 21:15;0,032;namìøená data OK;
23.03.2023 21:30;0,032;namìøená data OK;
23.03.2023 21:45;0,032;namìøená data OK;
23.03.2023 22:00;0,033;namìøená data OK;
23.03.2023 22:15;0,032;namìøená data OK;
23.03.2023 22:30;0,034;namìøená data OK;
23.03.2023 22:45;0,037;namìøená data OK;
23.03.2023 23:00;0,035;namìøená data OK;
23.03.2023 23:15;0,032;namìøená data OK;
23.03.2023 23:30;0,033;namìøená data OK;
23.03.2023 23:45;0,032;namìøená data OK;
24.03.2023 00:00;0,033;namìøená data OK;
24.03.2023 00:15;0,033;namìøená data OK;
24.03.2023 00:30;0,032;namìøená data OK;
24.03.2023 00:45;0,032;namìøená data OK;
24.03.2023 01:00;0,033;namìøená data OK;
24.03.2023 01:15;0,032;namìøená data OK;
24.03.2023 01:30;0,032;namìøená data OK;
24.03.2023 01:45;0,033;namìøená data OK;
24.03.2023 02:00;0,033;namìøená data OK;
24.03.2023 02:15;0,036;namìøená data OK;
24.03.2023 02:30;0,037;namìøená data OK;
24.03.2023 02:45;0,034;namìøená data OK;
24.03.2023 03:00;0,032;namìøená data OK;
24.03.2023 03:15;0,033;namìøená data OK;
24.03.2023 03:30;0,033;namìøená data OK;
24.03.2023 03:45;0,033;namìøená data OK;
24.03.2023 04:00;0,033;namìøená data OK;
24.03.2023 04:15;0,033;namìøená data OK;
24.03.2023 04:30;0,033;namìøená data OK;
24.03.2023 04:45;0,033;namìøená data OK;
24.03.2023 05:00;0,033;namìøená data OK;
24.03.2023 05:15;0,033;namìøená data OK;
24.03.2023 05:30;0,033;namìøená data OK;
24.03.2023 05:45;0,038;namìøená data OK;
24.03.2023 06:00;0,036;namìøená data OK;
24.03.2023 06:15;0,714;namìøená data OK;
24.03.2023 06:30;0,171;namìøená data OK;
24.03.2023 06:45;0,199;namìøená data OK;
24.03.2023 07:00;0,38;namìøená data OK;
24.03.2023 07:15;1,021;namìøená data OK;
24.03.2023 07:30;0,088;namìøená data OK;
24.03.2023 07:45;0,137;namìøená data OK;
24.03.2023 08:00;0,033;namìøená data OK;
24.03.2023 08:15;0,032;namìøená data OK;
24.03.2023 08:30;0,037;namìøená data OK;
24.03.2023 08:45;0,057;namìøená data OK;
24.03.2023 09:00;0,702;namìøená data OK;
24.03.2023 09:15;0,178;namìøená data OK;
24.03.2023 09:30;0,033;namìøená data OK;
24.03.2023 09:45;0,033;namìøená data OK;
24.03.2023 10:00;0,035;namìøená data OK;
24.03.2023 10:15;0,033;namìøená data OK;
24.03.2023 10:30;0,032;namìøená data OK;
24.03.2023 10:45;0,032;namìøená data OK;
24.03.2023 11:00;0,034;namìøená data OK;
24.03.2023 11:15;0,037;namìøená data OK;
24.03.2023 11:30;0,036;namìøená data OK;
24.03.2023 11:45;0,031;namìøená data OK;
24.03.2023 12:00;0,034;namìøená data OK;
24.03.2023 12:15;0,036;namìøená data OK;
24.03.2023 12:30;0,032;namìøená data OK;
24.03.2023 12:45;0,032;namìøená data OK;
24.03.2023 13:00;0,036;namìøená data OK;
24.03.2023 13:15;0,034;namìøená data OK;
24.03.2023 13:30;0,033;namìøená data OK;
24.03.2023 13:45;0,032;namìøená data OK;
24.03.2023 14:00;0,032;namìøená data OK;
24.03.2023 14:15;0,036;namìøená data OK;
24.03.2023 14:30;0,038;namìøená data OK;
24.03.2023 14:45;0,035;namìøená data OK;
24.03.2023 15:00;0,033;namìøená data OK;
24.03.2023 15:15;0,032;namìøená data OK;
24.03.2023 15:30;0,037;namìøená data OK;
24.03.2023 15:45;0,036;namìøená data OK;
24.03.2023 16:00;0,036;namìøená data OK;
24.03.2023 16:15;0,037;namìøená data OK;
24.03.2023 16:30;0,039;namìøená data OK;
24.03.2023 16:45;0,04;namìøená data OK;
24.03.2023 17:00;0,036;namìøená data OK;
24.03.2023 17:15;0,037;namìøená data OK;
24.03.2023 17:30;0,038;namìøená data OK;
24.03.2023 17:45;0,033;namìøená data OK;
24.03.2023 18:00;0,032;namìøená data OK;
24.03.2023 18:15;0,032;namìøená data OK;
24.03.2023 18:30;0,032;namìøená data OK;
24.03.2023 18:45;0,038;namìøená data OK;
24.03.2023 19:00;1,936;namìøená data OK;
24.03.2023 19:15;1,193;namìøená data OK;
24.03.2023 19:30;0,357;namìøená data OK;
24.03.2023 19:45;0,429;namìøená data OK;
24.03.2023 20:00;0,299;namìøená data OK;
24.03.2023 20:15;0,283;namìøená data OK;
24.03.2023 20:30;0,974;namìøená data OK;
24.03.2023 20:45;0,376;namìøená data OK;
24.03.2023 21:00;0,559;namìøená data OK;
24.03.2023 21:15;1,685;namìøená data OK;
24.03.2023 21:30;1,015;namìøená data OK;
24.03.2023 21:45;0,335;namìøená data OK;
24.03.2023 22:00;0,391;namìøená data OK;
24.03.2023 22:15;0,341;namìøená data OK;
24.03.2023 22:30;0,307;namìøená data OK;
24.03.2023 22:45;0,275;namìøená data OK;
24.03.2023 23:00;0,269;namìøená data OK;
24.03.2023 23:15;0,277;namìøená data OK;
24.03.2023 23:30;0,306;namìøená data OK;
24.03.2023 23:45;0,245;namìøená data OK;
25.03.2023 00:00;0,157;namìøená data OK;
25.03.2023 00:15;0,318;namìøená data OK;
25.03.2023 00:30;0,291;namìøená data OK;
25.03.2023 00:45;0,964;namìøená data OK;
25.03.2023 01:00;1,467;namìøená data OK;
25.03.2023 01:15;1,028;namìøená data OK;
25.03.2023 01:30;0,179;namìøená data OK;
25.03.2023 01:45;0,213;namìøená data OK;
25.03.2023 02:00;0,269;namìøená data OK;
25.03.2023 02:15;0,198;namìøená data OK;
25.03.2023 02:30;0,197;namìøená data OK;
25.03.2023 02:45;0,243;namìøená data OK;
25.03.2023 03:00;0,223;namìøená data OK;
25.03.2023 03:15;0,199;namìøená data OK;
25.03.2023 03:30;0,209;namìøená data OK;
25.03.2023 03:45;1,589;namìøená data OK;
25.03.2023 04:00;1,323;namìøená data OK;
25.03.2023 04:15;0,707;namìøená data OK;
25.03.2023 04:30;0,254;namìøená data OK;
25.03.2023 04:45;0,232;namìøená data OK;
25.03.2023 05:00;0,147;namìøená data OK;
25.03.2023 05:15;0,249;namìøená data OK;
25.03.2023 05:30;0,266;namìøená data OK;
25.03.2023 05:45;0,149;namìøená data OK;
25.03.2023 06:00;0,209;namìøená data OK;
25.03.2023 06:15;1,353;namìøená data OK;
25.03.2023 06:30;1,031;namìøená data OK;
25.03.2023 06:45;0,478;namìøená data OK;
25.03.2023 07:00;0,035;namìøená data OK;
25.03.2023 07:15;0,033;namìøená data OK;
25.03.2023 07:30;0,043;namìøená data OK;
25.03.2023 07:45;0,038;namìøená data OK;
25.03.2023 08:00;0,04;namìøená data OK;
25.03.2023 08:15;0,035;namìøená data OK;
25.03.2023 08:30;0,045;namìøená data OK;
25.03.2023 08:45;0,037;namìøená data OK;
25.03.2023 09:00;0,045;namìøená data OK;
25.03.2023 09:15;0,075;namìøená data OK;
25.03.2023 09:30;0,054;namìøená data OK;
25.03.2023 09:45;0,043;namìøená data OK;
25.03.2023 10:00;0,039;namìøená data OK;
25.03.2023 10:15;0,032;namìøená data OK;
25.03.2023 10:30;0,068;namìøená data OK;
25.03.2023 10:45;0,053;namìøená data OK;
25.03.2023 11:00;0,039;namìøená data OK;
25.03.2023 11:15;0,063;namìøená data OK;
25.03.2023 11:30;0,066;namìøená data OK;
25.03.2023 11:45;0,072;namìøená data OK;
25.03.2023 12:00;0,037;namìøená data OK;
25.03.2023 12:15;0,085;namìøená data OK;
25.03.2023 12:30;0,095;namìøená data OK;
25.03.2023 12:45;0,112;namìøená data OK;
25.03.2023 13:00;0,055;namìøená data OK;
25.03.2023 13:15;0,072;namìøená data OK;
25.03.2023 13:30;0,063;namìøená data OK;
25.03.2023 13:45;0,042;namìøená data OK;
25.03.2023 14:00;0,039;namìøená data OK;
25.03.2023 14:15;0,039;namìøená data OK;
25.03.2023 14:30;0,064;namìøená data OK;
25.03.2023 14:45;0,145;namìøená data OK;
25.03.2023 15:00;0,054;namìøená data OK;
25.03.2023 15:15;0,055;namìøená data OK;
25.03.2023 15:30;0,051;namìøená data OK;
25.03.2023 15:45;0,068;namìøená data OK;
25.03.2023 16:00;0,066;namìøená data OK;
